進場時間,出場時間,方向,進場價,出場價,損益點數,損益金額,出場原因,日內
2026-03-09 04:00:00+00:00,2026-03-09 05:00:00+00:00,空,31922.720703125,31937.720703125,-15.0,-276.0,停損,False
